System_Type,Type,Audience,Source,Status,Comment,Lengthinft,Jurisdiction,RPC,Shape_Length
Wastewater,Sanitary Line,Public,,Existing, ,380.953671948440046,Newport City,NVDA,116.114675494214907
Wastewater,Sanitary Line,Public,,Existing, ,322.935884799598853,Newport City,NVDA,98.430854537130386
Wastewater,Sanitary Line,Public,,Existing, ,282.247868257711332,Newport City,NVDA,86.029147492017700
Wastewater,Sanitary Line,Public,,Existing, ,606.512224201734966,Newport City,NVDA,184.864920021011386
Wastewater,Sanitary Line,Public,Wastewater Division Plans,Abandoned, ,94.549891281258084,Newport City,NVDA,28.818805940325674
Wastewater,Sanitary Line,Public,,Existing, ,49.385387635236341,Newport City,NVDA,15.052665669534736
Wastewater,Sanitary Line,Public,,Existing, ,436.740752278540867,Newport City,NVDA,133.118577034704799
Wastewater,Sanitary Line,Public,,Existing, ,706.730536093132400,Newport City,NVDA,215.411460508020014
Wastewater,Sanitary Line,Public,,Existing, ,403.063572168515293,Newport City,NVDA,122.853772865642739
Wastewater,Sanitary Line,Public,,Existing, ,386.793890019570313,Newport City,NVDA,117.894773905332272
Wastewater,Sanitary Line,Public,,Existing, ,441.011983737819492,Newport City,NVDA,134.420448341833037
Wastewater,Sanitary Line,Public,,Existing, ,350.555190077715167,Newport City,NVDA,106.849218516512593
Wastewater,Sanitary Line,Public,,Existing, ,957.042393818475148,Newport City,NVDA,291.706512301262819
Wastewater,Sanitary Line,Public,,Existing, ,782.892241774753302,Newport City,NVDA,238.625547656927296
Wastewater,Sanitary Line,Public,,Existing, ,354.357482208778379,Newport City,NVDA,108.008157120974630
Wastewater,Sanitary Line,Public,,Existing, ,215.604058658291763,Newport City,NVDA,65.716114976131649
Wastewater,Sanitary Line,Public,,Existing, ,147.573594750271099,Newport City,NVDA,44.980430240508859
Wastewater,Sanitary Line,Public,,Existing, ,157.150689058031787,Newport City,NVDA,47.899528492103180
Wastewater,Sanitary Line,Public,,Existing, ,58.217015552489165,Newport City,NVDA,17.744545772573233
Wastewater,Sanitary Line,Public,,Existing, ,601.717797210750291,Newport City,NVDA,183.403578720922155
Wastewater,Sanitary Line,Public,,Existing, ,367.911533628860184,Newport City,NVDA,112.139431861614767
Wastewater,Sanitary Line,Public,,Existing, ,54.644421912404397,Newport City,NVDA,16.655619265921043
Wastewater,Sanitary Line,Public,,Existing, ,251.888157720297301,Newport City,NVDA,76.775508016330363
Wastewater,Sanitary Line,Public,,Existing, ,353.524902767695494,Newport City,NVDA,107.754386915453210
Wastewater,Sanitary Line,Public,,Existing, ,2333.401578891563076,Newport City,NVDA,711.220778487083521
Wastewater,Sanitary Line,Public,,Existing, ,776.426281786870277,Newport City,NVDA,236.654723115686920
Wastewater,Sanitary Line,Public,,Existing, ,564.232629352257050,Newport City,NVDA,171.978099923268758
Wastewater,Sanitary Line,Public,,Existing, ,491.368174682494896,Newport City,NVDA,149.769014850615974
Wastewater,Sanitary Line,Public,,Existing, ,173.624102876972898,Newport City,NVDA,52.920624863441340
Wastewater,Sanitary Line,Public,,Existing, ,258.126377503601532,Newport City,NVDA,78.676917345436394
Wastewater,Sanitary Line,Public,,Existing, ,399.014356857250959,Newport City,NVDA,121.619572078263786
Wastewater,Sanitary Line,Public,,Existing, ,577.714206689763728,Newport City,NVDA,176.087284564246886
Wastewater,Sanitary Line,Public,,Existing, ,246.104480062903377,Newport City,NVDA,75.012643122768367
Wastewater,Sanitary Line,Public,,Existing, ,427.267138875659384,Newport City,NVDA,130.231019761908357
Wastewater,Sanitary Line,Public,,Existing, ,168.224553069522187,Newport City,NVDA,51.274842134795414
Wastewater,Sanitary Line,Public,,Existing, ,284.564545684790744,Newport City,NVDA,86.735270749195550
Wastewater,Sanitary Line,Public,,Existing, ,203.647776433040235,Newport City,NVDA,62.071840270491776
Wastewater,Sanitary Line,Public,,Existing, ,569.984430553938296,Newport City,NVDA,173.731248873440421
Wastewater,Sanitary Line,Public,,Existing, ,285.781158294141790,Newport City,NVDA,87.106094260659404
Wastewater,Sanitary Line,Public,,Existing, ,310.952904638743803,Newport City,NVDA,94.778442300978966
Wastewater,Sanitary Line,Public,,Existing, ,3048.025910449085131,Newport City,NVDA,929.038267775656550
Wastewater,Sanitary Line,Public,,Existing, ,402.925129114698279,Newport City,NVDA,122.811575424189627
Wastewater,Sanitary Line,Public,,Existing, ,281.541045378271235,Newport City,NVDA,85.813707885258424
Wastewater,Sanitary Line,Public,,Existing, ,667.786271548835771,Newport City,NVDA,203.541249054765188
Wastewater,Sanitary Line,Public,,Existing, ,498.332950165240675,Newport City,NVDA,151.891878349825248
Wastewater,Sanitary Line,Public,,Existing, ,123.407468186101056,Newport City,NVDA,37.614595099456558
Wastewater,Sanitary Line,Public,,Existing, ,167.694587273649404,Newport City,NVDA,51.113308565382461
Wastewater,Sanitary Line,Public,,Existing, ,1814.790256238571601,Newport City,NVDA,553.148052400778965
Wastewater,Sanitary Line,Public,,Existing, ,410.255841975794738,Newport City,NVDA,125.045976632750978
Wastewater,Sanitary Line,Public,,Existing, ,248.558621727808742,Newport City,NVDA,75.760665478294811
Wastewater,Sanitary Line,Public,,Existing, ,389.750733781987094,Newport City,NVDA,118.796019855277038
Wastewater,Sanitary Line,Public,,Existing, ,166.534851589261251,Newport City,NVDA,50.759821140092555
Wastewater,Sanitary Line,Public,,Existing, ,529.722761944662579,Newport City,NVDA,161.459492674029377
Wastewater,Sanitary Line,Public,,Existing, ,382.457734773949142,Newport City,NVDA,116.573113828760057
Wastewater,Sanitary Line,Public,,Existing, ,302.137466641923538,Newport City,NVDA,92.091496885530390
Wastewater,Sanitary Line,Public,,Existing, ,280.524909833232016,Newport City,NVDA,85.503989781041454
Wastewater,Sanitary Line,Public,,Existing, ,688.456837948194561,Newport City,NVDA,209.841637491677290
Wastewater,Sanitary Line,Public,,Existing, ,843.260311256232853,Newport City,NVDA,257.025734646076273
Wastewater,Sanitary Line,Public,,Existing, ,1167.116800365711697,Newport City,NVDA,355.737189367878841
Wastewater,Sanitary Line,Public,,Existing, ,640.819037671766296,Newport City,NVDA,195.321636432062007
Wastewater,Sanitary Line,Public,,Existing,From NVDA,97.001968681368879,Newport City,NVDA,29.566199107962863
Wastewater,Sanitary Line,Public,,Existing, ,355.468011602946262,Newport City,NVDA,108.346646469485336
Wastewater,Sanitary Line,Public,,Existing, ,407.747831866654451,Newport City,NVDA,124.281535175947155
Wastewater,Sanitary Line,Public,,Existing, ,80.987362931218854,Newport City,NVDA,24.684947431517191
Wastewater,Sanitary Line,Public,,Existing, ,139.294738841350068,Newport City,NVDA,42.457035040218379
Wastewater,Sanitary Line,Public,,Existing, ,443.609331581414210,Newport City,NVDA,135.212119939227222
Wastewater,Sanitary Line,Public,,Existing, ,171.745009849785617,Newport City,NVDA,52.347877327082578
Wastewater,Sanitary Line,Public,,Existing, ,745.978467645563683,Newport City,NVDA,227.374229662392452
Wastewater,Sanitary Line,Public,,Existing, ,370.905151953781342,Newport City,NVDA,113.051886697852183
Wastewater,Sanitary Line,Public,,Existing, ,363.067042648391805,Newport City,NVDA,110.662831058019236
Wastewater,Sanitary Line,Public,,Existing, ,227.096537315920727,Newport City,NVDA,69.219022358883919
Wastewater,Sanitary Line,Public,,Existing, ,231.497493269511807,Newport City,NVDA,70.560433690613323
Wastewater,Sanitary Line,Public,,Existing, ,585.633518328326772,Newport City,NVDA,178.501090674439098
Wastewater,Sanitary Line,Public,,Existing, ,176.765987198232807,Newport City,NVDA,53.878271173916680
Wastewater,Sanitary Line,Public,,Existing, ,537.440523505391866,Newport City,NVDA,163.811866322463715
Wastewater,Sanitary Line,Public,,Existing, ,509.461259639109699,Newport City,NVDA,155.283786968919458
Wastewater,Sanitary Line,Public,,Existing, ,153.590774776209770,Newport City,NVDA,46.814466653725802
Wastewater,Sanitary Line,Public,,Existing, ,451.584895954016417,Newport City,NVDA,137.643071882205902
Wastewater,Sanitary Line,Public,,Existing, ,572.300410989216175,Newport City,NVDA,174.437159687523973
Wastewater,Sanitary Line,Public,,Existing, ,217.716453060354809,Newport City,NVDA,66.359972769277022
Wastewater,Sanitary Line,Public,,Existing, ,328.686877145834046,Newport City,NVDA,100.183756948170000
Wastewater,Sanitary Line,Public,,Existing, ,643.326566672761828,Newport City,NVDA,196.085931247108022
Wastewater,Sanitary Line,Public,,Existing, ,99.180871196427901,Newport City,NVDA,30.230328573300710
Wastewater,Sanitary Line,Public,,Existing, ,630.676668927513106,Newport City,NVDA,192.230242537738235
Wastewater,Sanitary Line,Public,,Existing, ,267.186098473892912,Newport City,NVDA,81.438320208816307
Wastewater,Sanitary Line,Public,,Existing, ,1070.139133923558347,Newport City,NVDA,326.178397582191849
Wastewater,Sanitary Line,Public,,Existing, ,127.669066297718445,Newport City,NVDA,38.913530162311616
Wastewater,Sanitary Line,Public,,Existing, ,517.409739979122151,Newport City,NVDA,157.706483699028951
Wastewater,Sanitary Line,Public,,Existing, ,263.716188180150311,Newport City,NVDA,80.380691585127678
Wastewater,Sanitary Line,Public,,Existing, ,213.245924525458264,Newport City,NVDA,64.997355715444300
Wastewater,Sanitary Line,Public,,Existing, ,214.409959130525010,Newport City,NVDA,65.352153451715111
Wastewater,Sanitary Line,Public,,Existing, ,157.401659621599890,Newport City,NVDA,47.976024317430870
Wastewater,Sanitary Line,Public,,Existing, ,2066.245257423669955,Newport City,NVDA,629.791534309405506
Wastewater,Sanitary Line,Public,,Existing, ,92.327642578892906,Newport City,NVDA,28.141464557519694
Wastewater,Sanitary Line,Public,,Existing, ,526.388230863739409,Newport City,NVDA,160.443127633087698
Wastewater,Sanitary Line,Public,,Existing, ,136.774346592178972,Newport City,NVDA,41.688819507253925
Wastewater,Sanitary Line,Public,,Existing, ,73.135775978800609,Newport City,NVDA,22.291783805001344
Wastewater,Sanitary Line,Public,,Existing, ,334.521886431662665,Newport City,NVDA,101.962267721578215
Wastewater,Sanitary Line,Public,,Existing, ,70.503986712117381,Newport City,NVDA,21.489614462185717
Wastewater,Sanitary Line,Public,,Existing, ,230.366922057189356,Newport City,NVDA,70.215835596124577
Wastewater,Sanitary Line,Public,,Existing, ,408.095700781655751,Newport City,NVDA,124.387565617846576
Wastewater,Sanitary Line,Public,,Existing, ,1673.296709218214801,Newport City,NVDA,510.020820649045618
Wastewater,Sanitary Line,Public,,Existing, ,189.360104880333239,Newport City,NVDA,57.716958120582909
Wastewater,Sanitary Line,Public,,Existing, ,295.773282722069268,Newport City,NVDA,90.151693688832523
Wastewater,Sanitary Line,Public,,Existing, ,170.786718574151422,Newport City,NVDA,52.055790155616073
Wastewater,Sanitary Line,Public,,Existing, ,797.659039873760094,Newport City,NVDA,243.126467573475111
Wastewater,Sanitary Line,Public,,Existing, ,350.293780548864845,Newport City,NVDA,106.769540894668694
Wastewater,Sanitary Line,Public,,Existing, ,685.588227599826723,Newport City,NVDA,208.967285085474060
Wastewater,Sanitary Line,Public,,Existing, ,54.525430358841597,Newport City,NVDA,16.619350641555698
Wastewater,Sanitary Line,Public,,Existing, ,373.009536312333921,Newport City,NVDA,113.693303029813677
Wastewater,Sanitary Line,Public,,Existing, ,720.565953094290649,Newport City,NVDA,219.628495475027933
Wastewater,Sanitary Line,Public,,Existing, ,5249.690436941607004,Newport City,NVDA,1600.105593976422824
Wastewater,Sanitary Line,Public,,Existing, ,363.876782518028676,Newport City,NVDA,110.909639762386675
Wastewater,Sanitary Line,Public,,Existing, ,288.960926649863779,Newport City,NVDA,88.075287624469283
Wastewater,Sanitary Line,Public,,Existing, ,2788.366822226081240,Newport City,NVDA,849.894180217895837
Wastewater,Sanitary Line,Public,,Existing, ,871.649060746900091,Newport City,NVDA,265.678625213939142
Wastewater,Sanitary Line,Public,,Existing, ,467.662913411077113,Newport City,NVDA,142.543651446299464
Wastewater,Sanitary Line,Public,,Existing, ,399.540506007234853,Newport City,NVDA,121.779942334047036
Wastewater,Sanitary Line,Public,,Existing, ,2434.378761145306726,Newport City,NVDA,741.998622653133566
Wastewater,Sanitary Line,Public,,Existing, ,1861.877797343498742,Newport City,NVDA,567.500334470287726
Wastewater,Sanitary Line,Public,,Existing, ,312.545484214319288,Newport City,NVDA,95.263860540080984
Wastewater,Sanitary Line,Public,,Existing, ,82.965886425997866,Newport City,NVDA,25.288001373428106
Wastewater,Sanitary Line,Public,,Existing, ,1398.978004438933795,Newport City,NVDA,426.408482107915574
Wastewater,Sanitary Line,Public,,Existing, ,277.318708326498495,Newport City,NVDA,84.526739593061080
Wastewater,Sanitary Line,Public,,Existing, ,309.965370513883727,Newport City,NVDA,94.477441909353615
Wastewater,Sanitary Line,Public,,Existing, ,275.695982314280116,Newport City,NVDA,84.032132720364331
Wastewater,Sanitary Line,Public,,Existing, ,439.296996622237145,Newport City,NVDA,133.897720285730827
Wastewater,Sanitary Line,Public,,Existing, ,109.006836126503444,Newport City,NVDA,33.225282588149206
Wastewater,Sanitary Line,Public,,Existing, ,436.363052719270513,Newport City,NVDA,133.003454212723113
Wastewater,Sanitary Line,Public,,Existing, ,138.525130129778830,Newport City,NVDA,42.222458312437922
Wastewater,Sanitary Line,Public,,Existing, ,176.054897949104571,Newport City,NVDA,53.661531177718075
Wastewater,Sanitary Line,Public,,Existing, ,195.373619254878463,Newport City,NVDA,59.549877243290886
Wastewater,Sanitary Line,Public,,Existing, ,612.691098958309794,Newport City,NVDA,186.748240986549121
Wastewater,Sanitary Line,Public,,Existing, ,155.399653653056561,Newport City,NVDA,47.365812917745629
Wastewater,Sanitary Line,Public,,Existing, ,926.115757413224742,Newport City,NVDA,282.280073826588534
Wastewater,Sanitary Line,Public,,Existing, ,2422.305074170959870,Newport City,NVDA,738.318562981114496
Wastewater,Sanitary Line,Public,,Existing, ,464.267744399609228,Newport City,NVDA,141.508803964719164
Wastewater,Sanitary Line,Public,,Existing, ,362.293963382110235,Newport City,NVDA,110.427196505196918
Wastewater,Sanitary Line,Public,,Existing, ,410.531431050373442,Newport City,NVDA,125.129976179994586
Wastewater,Sanitary Line,Public,,Existing, ,3698.565604396526851,Newport City,NVDA,1127.322760145733128
Wastewater,Sanitary Line,Public,,Existing, ,585.275279688824412,Newport City,NVDA,178.391899540612883
Wastewater,Sanitary Line,Public,,Existing, ,236.151585129016354,Newport City,NVDA,71.979000843996161
Wastewater,Sanitary Line,Public,,Existing, ,361.262414370840247,Newport City,NVDA,110.112780376623135
Wastewater,Sanitary Line,Public,,Existing, ,286.171082167143311,Newport City,NVDA,87.224943053347104
Wastewater,Sanitary Line,Public,,Existing, ,217.967540025028001,Newport City,NVDA,66.436504073660402
Wastewater,Sanitary Line,Public,,Existing, ,104.638592120268939,Newport City,NVDA,31.893841857655033
Wastewater,Sanitary Line,Public,,Existing, ,159.225375071366699,Newport City,NVDA,48.531892768732000
Wastewater,Sanitary Line,Public,,Existing, ,439.576893903495886,Newport City,NVDA,133.983032974328495
Wastewater,Sanitary Line,Public,,Existing, ,621.194881848458635,Newport City,NVDA,189.340193928524002
Wastewater,Sanitary Line,Public,,Existing, ,83.633964003756375,Newport City,NVDA,25.491631412612740
Wastewater,Sanitary Line,Public,,Existing, ,368.799504470483612,Newport City,NVDA,112.410085365480668
Wastewater,Sanitary Line,Public,,Existing, ,1218.529127710575949,Newport City,NVDA,371.407666241138259
Wastewater,Sanitary Line,Public,,Existing, ,832.153739458584596,Newport City,NVDA,253.640451670482122
Wastewater,Sanitary Line,Public,,Existing, ,186.504345863981314,Newport City,NVDA,56.846522800252771
Wastewater,Sanitary Line,Public,,Existing, ,355.668732389668094,Newport City,NVDA,108.407826163320394
Wastewater,Sanitary Line,Public,,Existing, ,551.203112294670518,Newport City,NVDA,168.006703251201088
Wastewater,Sanitary Line,Public,,Existing, ,353.460760794138480,Newport City,NVDA,107.734836442538636
Wastewater,Sanitary Line,Public,,Existing, ,790.618181689482753,Newport City,NVDA,240.980414067581080
Wastewater,Sanitary Line,Public,,Existing, ,108.671369217094934,Newport City,NVDA,33.123032277433502
Wastewater,Sanitary Line,Public,,Existing, ,1968.543714245853835,Newport City,NVDA,600.012104901748899
Wastewater,Sanitary Line,Public,,Existing, ,322.675778372167827,Newport City,NVDA,98.351574100586376
Wastewater,Sanitary Line,Public,,Existing, ,946.476839004426324,Newport City,NVDA,288.486131296992937
Wastewater,Sanitary Line,Public,,Existing, ,121.621354736344671,Newport City,NVDA,37.070187737391848
Wastewater,Sanitary Line,Public,,Existing, ,146.870671308694369,Newport City,NVDA,44.766179182372312
Wastewater,Sanitary Line,Public,,Existing, ,275.926166518160699,Newport City,NVDA,84.102292863462011
Wastewater,Sanitary Line,Public,,Existing, ,1072.413637145140910,Newport City,NVDA,326.871666141945639
Wastewater,Sanitary Line,Public,,Existing, ,1104.234339607716720,Newport City,NVDA,336.570615942172367
Wastewater,Sanitary Line,Public,,Existing, ,1046.300311141381144,Newport City,NVDA,318.912324630698606
Wastewater,Sanitary Line,Public,,Existing, ,407.250245655883191,Newport City,NVDA,124.129870903757336
Wastewater,Sanitary Line,Public,,Existing, ,110.342665574367956,Newport City,NVDA,33.632443390829167
Wastewater,Sanitary Line,Public,,Existing, ,478.070042959706598,Newport City,NVDA,145.715744431214745
Wastewater,Sanitary Line,Public,,Existing, ,1389.998835800269717,Newport City,NVDA,423.671631594429982
Wastewater,Sanitary Line,Public,,Existing, ,1014.116255183571297,Newport City,NVDA,309.102624688668527
Wastewater,Sanitary Line,Public,,Existing, ,1338.209495467233182,Newport City,NVDA,407.886241166052969
Wastewater,Sanitary Line,Public,,Existing, ,337.699533433900172,Newport City,NVDA,102.930814496866716
Wastewater,Sanitary Line,Public,,Existing, ,506.184120791698376,Newport City,NVDA,154.284915080192377
Wastewater,Sanitary Line,Public,,Existing, ,791.768594185310690,Newport City,NVDA,241.331059785088797
Wastewater,Sanitary Line,Public,,Existing, ,385.417619170769967,Newport City,NVDA,117.475286564041511
Wastewater,Sanitary Line,Public,,Existing, ,208.886068945681473,Newport City,NVDA,63.668471777252620
Wastewater,Sanitary Line,Public,,Existing, ,245.321802276410011,Newport City,NVDA,74.774082941079115
Wastewater,Sanitary Line,Public,,Existing, ,156.142827493305219,Newport City,NVDA,47.592332297004802
Wastewater,Sanitary Line,Public,,Existing, ,353.368672100087565,Newport City,NVDA,107.706767809490117
Wastewater,Sanitary Line,Public,,Existing, ,219.316160847873675,Newport City,NVDA,66.847563687309858
Wastewater,Sanitary Line,Public,,Existing, ,259.552455666440778,Newport City,NVDA,79.111585955560400
Wastewater,Sanitary Line,Public,,Existing, ,307.722231468798327,Newport City,NVDA,93.793733150290265
Wastewater,Sanitary Line,Public,,Existing, ,805.699180230157481,Newport City,NVDA,245.577102275684723
Wastewater,Sanitary Line,Public,,Existing, ,310.544502619496825,Newport City,NVDA,94.653961369495875
Wastewater,Sanitary Line,Public,,Existing, ,272.440969969055516,Newport City,NVDA,83.040004989287965
Wastewater,Sanitary Line,Public,,Existing, ,89.698259802455794,Newport City,NVDA,27.340028712907607
Wastewater,Sanitary Line,Public,,Existing, ,235.066427213508575,Newport City,NVDA,71.648244721933580
Wastewater,Sanitary Line,Public,,Existing, ,183.060590785586868,Newport City,NVDA,55.796866285947154
Wastewater,Sanitary Line,Public,,Existing, ,975.828903314503805,Newport City,NVDA,297.432640212416288
Wastewater,Sanitary Line,Public,,Existing, ,267.999214947276243,Newport City,NVDA,81.686158101972737
Wastewater,Sanitary Line,Public,,Existing, ,75.775610047386138,Newport City,NVDA,23.096405203358326
Wastewater,Sanitary Line,Public,,Existing, ,1513.669977132408349,Newport City,NVDA,461.366594266227082
Wastewater,Sanitary Line,Public,,Existing, ,459.297551561275952,Newport City,NVDA,139.993889236072448
Wastewater,Sanitary Line,Public,,Existing, ,174.959650213854815,Newport City,NVDA,53.327699678696561
Wastewater,Sanitary Line,Public,,Existing, ,281.030705742426107,Newport City,NVDA,85.658156369230483
Wastewater,Sanitary Line,Public,,Existing, ,141.994360637825082,Newport City,NVDA,43.279879737452930
Wastewater,Sanitary Line,Public,,Existing, ,265.048079492395800,Newport City,NVDA,80.786652044109374
Wastewater,Sanitary Line,Public,,Existing, ,351.800899777020106,Newport City,NVDA,107.228910820710581
Wastewater,Sanitary Line,Public,,Existing, ,630.001999159436650,Newport City,NVDA,192.024603199008993
Wastewater,Sanitary Line,Public,,Existing, ,474.897847159652031,Newport City,NVDA,144.748859182298446
Wastewater,Sanitary Line,Public,,Existing, ,173.550011565301304,Newport City,NVDA,52.898041832366502
Wastewater,Sanitary Line,Public,,Existing, ,402.814827832269998,Newport City,NVDA,122.777955594381311
Wastewater,Sanitary Line,Public,,Existing, ,391.450113044285729,Newport City,NVDA,119.313990637850594
Wastewater,Sanitary Line,Public,,Existing, ,368.505794270796912,Newport City,NVDA,112.320562499480900
Wastewater,Sanitary Line,Public,,Existing, ,48.952563615166689,Newport City,NVDA,14.920740912439097
Wastewater,Sanitary Line,Public,,Existing, ,361.373021282601599,Newport City,NVDA,110.146493362249174
Wastewater,Sanitary Line,Public,,Existing, ,412.192022700135851,Newport City,NVDA,125.636124498645430
Wastewater,Sanitary Line,Public,,Existing, ,417.016188422952212,Newport City,NVDA,127.106530163906868
Wastewater,Sanitary Line,Public,,Existing, ,1591.423610843369488,Newport City,NVDA,485.065901062950218
Wastewater,Sanitary Line,Public,,Existing, ,430.180252492078409,Newport City,NVDA,131.118936763779516
Wastewater,Sanitary Line,Public,,Existing, ,143.910482884146319,Newport City,NVDA,43.863913779442555
Wastewater,Sanitary Line,Public,,Existing, ,211.491962735129306,Newport City,NVDA,64.462748178859471
Wastewater,Sanitary Line,Public,,Existing, ,511.358019200816898,Newport City,NVDA,155.861919264827577
Wastewater,Sanitary Line,Public,,Existing, ,914.281643658584244,Newport City,NVDA,278.673036069599334
Wastewater,Sanitary Line,Public,,Existing, ,1170.847529152939160,Newport City,NVDA,356.874315465837753
Wastewater,Sanitary Line,Public,,Existing, ,327.526683585366754,Newport City,NVDA,99.830129962255626
Wastewater,Sanitary Line,Public,,Existing, ,331.199931934977599,Newport City,NVDA,100.949736023389619
Wastewater,Sanitary Line,Public,,Existing, ,348.141232921698474,Newport City,NVDA,106.113444398903468
Wastewater,Sanitary Line,Public,,Existing, ,5826.261461681488072,Newport City,NVDA,1775.844436693495481
Wastewater,Sanitary Line,Public,,Existing, ,709.492659712322620,Newport City,NVDA,216.253355760208564
Wastewater,Sanitary Line,Public,,Existing, ,79.805763467490550,Newport City,NVDA,24.324795926497650
Wastewater,Sanitary Line,Public,,Existing, ,133.167036749956878,Newport City,NVDA,40.589311502528886
Wastewater,Sanitary Line,Public,,Abandoned, ,199.884403090146748,Newport City,NVDA,60.924764112284279
Wastewater,Sanitary Line,Public,,Existing, ,54.072755695985087,Newport City,NVDA,16.481375408732241
Wastewater,Sanitary Line,Public,,Existing, ,404.324688315287403,Newport City,NVDA,123.238161054878447
Wastewater,Sanitary Line,Public,,Existing, ,330.064754082801414,Newport City,NVDA,100.603733825118397
Wastewater,Sanitary Line,Public,,Existing, ,448.562902914752442,Newport City,NVDA,136.721968433313549
Wastewater,Sanitary Line,Public,,Existing, ,653.079945497081212,Newport City,NVDA,199.058761017630019
Wastewater,Sanitary Line,Public,,Existing, ,293.586526701415039,Newport City,NVDA,89.485170475065843
Wastewater,Sanitary Line,Public,,Existing, ,514.690583826346369,Newport City,NVDA,156.877684930184472
Wastewater,Sanitary Line,Public,,Existing, ,603.461312436990738,Newport City,NVDA,183.935002144874716
Wastewater,Sanitary Line,Public,,Existing, ,445.117812575667472,Newport City,NVDA,135.671904931562494
Wastewater,Sanitary Line,Public,,Existing, ,292.373823121201156,Newport City,NVDA,89.115538435644879
Wastewater,Sanitary Line,Public,,Existing, ,147.698306568275882,Newport City,NVDA,45.018442401420330
Wastewater,Sanitary Line,Public,,Existing, ,478.145842949676421,Newport City,NVDA,145.738848267418234
Wastewater,Sanitary Line,Public,,Existing, ,638.944213514237390,Newport City,NVDA,194.750190047133486
Wastewater,Sanitary Line,Public,,Existing, ,1118.865436902487545,Newport City,NVDA,341.030174254912652
Wastewater,Sanitary Line,Public,,Existing, ,478.789848755444496,Newport City,NVDA,145.935141230734956
Wastewater,Sanitary Line,Public,Wastewater Division Plans,Abandoned, ,49.425857058558059,Newport City,NVDA,15.065000749368473
Wastewater,Sanitary Line,Public,Data Collected in Field,Abandoned, ,73.609240162674965,Newport City,NVDA,22.436095683628267
Combined,Combined Sewer,Public,Wastewater Division Plans,Existing,1963 Interceptor plans,62.050975532838677,Newport City,NVDA,18.913136737188854
Wastewater,Sanitary Line,Public,Town Plan Interpretation,Existing, ,851.755723348869196,Lyndon,NVDA,259.615136169050970
Wastewater,Sanitary Line,Public,Town Plan Interpretation,Abandoned, ,520.085538340640483,Lyndon,NVDA,158.522067013521081
Wastewater,Sanitary Line,Public,Data Collected in Field,Abandoned, ,14.573205477352687,Lyndon,NVDA,4.441912887355887
Wastewater,Sanitary Line,Public,Wastewater Division Plans,Abandoned, ,35.577694701557277,Lyndon,NVDA,10.844080998024067
Wastewater,Sanitary Line,Public,Wastewater Division Plans,Abandoned, ,42.769926983145048,Lyndon,NVDA,13.036273327301865
Wastewater,Sanitary Line,Public,Town Plan Interpretation,Abandoned, ,48.337827904448261,Lyndon,NVDA,14.733369473808008
Wastewater,Sanitary Line,Public,Wastewater Division Plans,Existing, ,230.938666269701287,Lyndon,NVDA,70.390103226521646
Wastewater,Sanitary Line, ,Wastewater Division Plans,Existing, ,1054.976771224550703,Lyndon,NVDA,321.556909579421927
Wastewater,Sanitary Line, ,Wastewater Division Plans,Existing, ,282.922706972054925,Lyndon,NVDA,86.234838325567523
Wastewater,Sanitary Line, ,Wastewater Division Plans,Existing, ,1312.981871841720022,Lyndon,NVDA,400.196861731056686
Wastewater,Sanitary Line, ,Wastewater Division Plans,Existing, ,934.369747962303450,Lyndon,NVDA,284.795890065441597
Wastewater,Sanitary Line, ,Wastewater Division Plans,Existing, ,462.282863433618104,Lyndon,NVDA,140.903812265644802
Wastewater,Sanitary Line, ,Wastewater Division Plans,Existing, ,355.636392220536607,Lyndon,NVDA,108.397968880084562
Wastewater,Sanitary Line, ,Wastewater Division Plans,Existing, ,575.712350798240664,Lyndon,NVDA,175.477118908035948
Wastewater,Sanitary Line, ,Wastewater Division Plans,Existing, ,252.800749782447923,Lyndon,NVDA,77.053666067972813
Wastewater,Sanitary Line, ,Wastewater Division Plans,Existing, ,799.642074652632573,Lyndon,NVDA,243.730896554733704
Wastewater,Sanitary Line, ,Wastewater Division Plans,Existing, ,47.770879203916429,Lyndon,NVDA,14.560563515415694
Wastewater,Sanitary Line, ,Wastewater Division Plans,Existing, ,52.728020059749596,Lyndon,NVDA,16.071499999923677
Wastewater,Sanitary Line, ,Wastewater Division Plans,Existing, ,591.269406522524719,Lyndon,NVDA,180.218909341060453
Wastewater,Sanitary Line, ,Wastewater Division Plans,Existing, ,407.472618028764828,Lyndon,NVDA,124.197650000842714
Wastewater,Sanitary Line, ,Wastewater Division Plans,Existing, ,437.845516246439274,Lyndon,NVDA,133.455309081344808
Wastewater,Sanitary Line, ,Wastewater Division Plans,Existing, ,923.996554649967152,Lyndon,NVDA,281.634140845017498
Wastewater,Sanitary Line, ,Wastewater Division Plans,Existing, ,1113.836507241586560,Lyndon,NVDA,339.497356543320166
Wastewater,Sanitary Line, ,Wastewater Division Plans,Existing, ,167.203224315087880,Lyndon,NVDA,50.963541140405468
Wastewater,Sanitary Line, ,Wastewater Division Plans,Existing, ,1624.667860943585993,Lyndon,NVDA,495.198748169245050
Wastewater,Sanitary Line, ,Wastewater Division Plans,Existing, ,122.300453091906576,Lyndon,NVDA,37.277176909543464
Wastewater,Sanitary Line, ,Wastewater Division Plans,Existing, ,369.560619151700450,Lyndon,NVDA,112.642073112891950
